Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-11-22,139.806,142.573,136.893,141.845,440473.32
2021-11-23,141.845,142.282,138.592,140.631,634729.26
2021-11-24,140.777,142.67,138.689,139.126,468971.36
2021-11-25,140.631,140.874,137.864,138.544,330483.74
2021-11-26,135.243,135.243,128.689,129.223,1073117.86
2021-11-29,130.583,133.252,127.67,130.631,689343.98
2021-11-30,129.32,139.709,129.126,138.155,843489.66
2021-12-01,139.709,142.233,137.476,141.262,1075872.08
2021-12-02,139.854,141.068,136.214,141.068,617220.29
2021-12-03,141.553,141.748,135.146,135.146,688585.9
2021-12-06,135.485,137.573,133.981,135.437,298192.21
2021-12-07,138.641,143.544,137.913,142.864,795191.93
2021-12-08,143.01,144.029,140.146,141.165,367271.22
2021-12-09,141.748,141.748,135.922,137.427,625981.47
2021-12-10,137.427,138.981,136.699,138.107,321297.17
2021-12-13,138.398,140.825,138.398,140.243,619889.02
2021-12-14,140.34,141.553,138.01,140.097,294061.91
2021-12-15,139.078,139.078,132.039,132.233,656380.89
2021-12-16,135.437,139.223,135.437,138.981,613592.63
2021-12-17,138.155,139.612,136.942,138.058,986155.99
2021-12-20,134.951,134.951,130.68,131.845,736714.71
2021-12-21,134.951,135.34,132.524,133.204,423449.48
2021-12-22,133.738,134.951,132.767,134.903,251931.82
2021-12-23,135.34,136.699,134.563,135.485,350195.88
2021-12-27,134.466,134.854,132.282,133.932,374877.77
2021-12-28,133.981,137.087,133.641,135.631,502941.79
2021-12-29,135.437,137.621,134.806,137.573,277382.09
2021-12-30,137.573,137.573,134.563,135.34,299374.65
